social_support_social_support,generosity_generosity,logged_gdp_per_capita_log_gdp_per_capita,explained_by_freedom_to_make_life_choices_negative_affect,perceptions_of_corruption_perceptions_of_corruption,explained_by_social_support_positive_affect,ladder_score_life_ladder,freedom_to_make_life_choices_freedom_to_make_life_choices,healthy_life_expectancy_healthy_life_expectancy_at_birth
0.717,-0.219,9.269,0.377,0.869,0.421,4.124,0.478,66.600
0.733,-0.191,9.284,0.365,0.840,0.592,4.741,0.650,66.900
0.610,-0.209,9.283,0.433,0.889,0.539,4.315,0.659,67.200
0.719,-0.202,9.231,0.439,0.877,0.585,4.731,0.668,67.500
0.820,,9.809,,0.877,0.557,4.719,0.623,62.600
0.792,-0.178,9.903,0.395,0.800,0.651,5.623,0.459,63.320
0.645,-0.189,9.899,0.345,0.785,0.614,5.118,0.415,63.680
0.755,-0.227,9.838,0.316,0.853,0.598,5.213,0.456,64.040
0.795,-0.187,9.906,0.327,0.811,0.652,5.490,0.515,64.400
0.692,-0.242,9.996,0.380,0.649,0.621,5.272,0.446,64.640
0.739,-0.216,10.026,0.335,0.702,0.645,5.309,0.471,64.880
0.795,-0.229,10.091,0.392,0.698,0.635,4.888,0.541,65.120
0.863,-0.024,10.124,0.377,0.764,0.483,5.580,0.649,65.360
0.851,-0.016,10.166,0.382,0.806,0.460,5.514,0.653,65.600
0.880,-0.065,10.181,0.390,0.764,0.465,5.326,0.644,66.000
0.876,-0.237,10.238,0.313,0.671,0.450,5.607,0.644,66.400
0.847,-0.176,10.251,0.351,0.805,0.435,5.186,0.529,66.800
0.792,-0.136,10.246,0.368,0.760,0.422,4.872,0.631,67.200
0.857,-0.111,10.219,0.440,0.774,0.384,4.862,0.510,67.600
0.924,-0.102,8.989,0.152,,0.781,6.568,,59.440
0.964,0.018,9.182,0.122,,0.639,5.792,,60.040
0.946,-0.123,9.269,0.117,,0.584,5.464,0.786,60.280
0.846,-0.071,9.348,0.160,,0.599,5.392,0.705,60.520
0.909,0.032,9.427,0.154,,0.695,5.787,0.805,60.760
0.960,0.093,9.472,0.301,,0.705,5.791,0.701,61.000
0.929,0.005,9.515,0.255,,0.636,5.887,0.749,61.400
0.908,0.066,9.561,0.350,,0.521,5.229,0.720,61.800
0.984,0.260,9.605,0.189,,0.612,4.621,0.858,62.200
0.982,0.285,9.651,0.183,,0.510,5.474,0.892,62.600
0.760,-0.041,7.370,0.254,0.807,0.590,3.734,0.747,46.480
0.845,-0.001,7.419,0.228,0.881,0.708,4.456,0.708,47.460
0.813,-0.055,7.471,0.240,0.848,0.641,4.569,0.578,48.440
0.852,-0.037,7.505,0.296,0.840,0.640,4.612,0.760,49.420
0.830,-0.015,7.528,0.251,0.855,0.648,4.193,0.801,50.400
0.882,0.032,7.586,0.254,0.830,0.678,4.826,0.733,51.220
0.885,0.081,7.592,0.265,0.838,0.754,4.309,0.649,52.040
0.878,0.053,7.595,0.346,0.820,0.676,3.710,0.763,52.860
0.821,0.009,7.611,0.397,0.898,0.681,3.770,0.834,53.680
0.747,0.135,7.627,0.353,0.873,0.703,4.238,0.758,54.500
0.754,0.132,7.637,0.410,0.811,0.668,4.233,0.739,54.900
0.740,0.060,7.638,0.400,0.816,0.703,4.001,0.772,55.300
0.740,0.079,7.660,0.390,0.856,0.685,4.322,0.729,55.700
0.805,0.139,7.688,0.385,0.826,0.693,4.948,0.704,56.100
0.800,0.147,7.684,0.425,0.878,0.699,4.641,0.687,56.500
0.852,-0.257,9.380,0.249,0.929,0.622,4.804,0.624,60.120
0.820,-0.241,9.459,0.208,0.968,0.636,5.252,0.494,60.640
0.860,-0.265,9.488,0.186,0.929,0.573,5.172,0.487,61.160
0.845,-0.241,9.332,0.189,0.962,0.583,5.166,0.460,61.680
0.884,-0.189,9.374,0.227,0.954,0.513,5.058,0.484,62.200
0.859,-0.228,9.431,0.220,0.933,0.590,5.083,0.579,62.500
0.898,-0.223,9.436,0.193,0.896,0.570,5.030,0.564,62.800
0.897,-0.216,9.438,0.225,0.937,0.643,4.711,0.569,63.100
0.877,0.084,9.426,0.249,0.927,0.594,4.297,0.533,63.400
0.909,-0.033,9.327,0.241,0.952,0.574,3.965,0.431,63.700
0.885,0.011,9.353,0.220,0.891,0.589,4.029,0.503,64.000
0.858,-0.002,9.382,0.235,0.937,0.597,4.311,0.599,64.300
0.901,-0.074,9.420,0.222,0.943,0.609,4.662,0.663,64.600
0.883,-0.081,9.458,0.201,0.885,0.634,4.702,0.715,64.900
0.885,0.126,9.428,0.285,0.946,0.688,5.270,0.784,65.200
0.903,-0.033,11.367,0.275,0.203,0.746,6.734,0.898,65.920
0.885,0.019,10.975,0.287,0.339,0.770,6.866,0.849,66.280
0.912,0.057,10.914,0.233,0.355,0.763,7.097,0.878,66.400
0.881,0.071,10.935,0.216,,0.763,7.119,0.889,66.420
0.856,,10.958,0.224,,0.768,7.218,0.920,66.440
0.864,,11.001,0.291,,,6.621,0.936,66.460
,,11.041,,,,6.540,,66.480
0.824,0.201,11.086,0.296,,0.761,6.568,0.915,66.500
0.849,0.131,11.105,0.245,,0.775,6.831,0.949,66.700
0.836,0.216,11.115,0.208,,0.795,7.039,0.962,66.900
0.851,0.054,11.112,0.302,,0.787,6.604,0.944,67.100
0.862,0.129,11.114,0.284,,0.793,6.711,0.911,67.300
0.827,0.060,11.053,0.298,,0.752,6.458,0.942,67.500
0.979,,10.663,0.262,0.398,0.864,6.984,0.922,69.900
0.970,0.336,10.699,0.241,0.498,0.782,6.802,0.838,70.460
0.954,0.331,10.689,0.218,0.548,0.819,6.986,0.759,70.740
0.964,0.341,10.638,0.231,0.559,0.846,6.907,0.816,71.020
0.955,0.403,10.649,0.176,0.587,0.863,7.029,0.841,71.300
0.949,0.336,10.657,0.174,0.438,0.844,6.869,0.900,71.380
0.935,0.371,10.664,0.184,0.425,0.844,6.881,0.889,71.460
0.937,0.346,10.679,0.252,0.568,0.776,6.918,0.905,71.540
0.910,0.355,10.697,0.251,0.484,0.794,6.758,0.857,71.620
0.936,0.300,10.712,0.219,0.456,0.798,6.515,0.833,71.700
0.954,0.250,10.724,0.230,0.458,0.776,6.824,0.821,71.900
0.937,0.291,10.736,0.210,0.419,0.759,7.103,0.813,72.100
0.928,0.226,10.743,0.228,0.404,0.783,7.233,0.838,72.300
0.943,0.271,10.751,0.251,0.485,0.775,7.157,0.854,72.500
0.929,0.203,10.626,0.225,0.490,0.758,6.798,0.885,72.700
0.965,,10.924,0.261,0.600,0.827,7.182,0.911,68.060
,0.197,10.933,0.232,0.633,0.829,7.513,0.872,68.220
0.953,0.255,10.922,0.227,0.668,0.872,7.280,0.878,68.380
0.912,0.201,10.888,0.262,0.665,0.843,7.158,0.831,68.540
0.926,0.244,10.905,0.231,0.690,0.861,7.164,0.828,68.700
0.922,0.161,10.913,0.273,0.697,0.836,7.115,0.863,68.680
0.903,0.215,10.928,0.260,0.710,0.834,7.026,0.823,68.660
0.925,0.274,10.939,0.260,0.747,0.814,7.249,0.792,68.640
0.902,0.221,10.956,0.281,0.702,0.834,7.151,0.866,68.620
0.904,0.219,10.977,0.275,0.698,0.814,6.864,0.849,68.600
0.897,0.144,10.986,0.264,0.739,0.806,6.804,0.758,68.500
0.921,0.197,11.001,0.268,0.681,0.827,6.992,0.868,68.400
0.904,0.116,11.025,0.292,0.710,0.815,6.883,0.825,68.300
0.917,0.144,11.043,0.244,0.707,0.815,6.944,0.836,68.200
0.937,0.034,11.001,0.295,0.678,0.787,7.028,0.850,68.100
0.912,-0.113,9.543,0.306,0.477,0.784,5.786,0.807,67.440
0.875,-0.165,9.604,0.274,0.614,0.777,5.694,0.786,67.580
0.879,-0.143,9.671,0.264,0.597,0.751,5.664,0.808,67.720
0.924,-0.118,9.710,0.255,0.544,0.793,6.296,0.825,67.860
0.893,-0.158,9.782,0.231,0.471,0.807,6.062,0.832,68.000
0.891,-0.080,9.830,0.252,0.556,0.805,6.554,0.851,68.140
0.865,0.067,9.861,0.214,0.615,0.788,6.450,0.871,68.280
0.917,-0.043,9.904,0.253,0.586,0.826,6.444,0.888,68.420
0.902,-0.073,9.932,0.251,0.533,0.869,6.561,0.904,68.560
0.891,-0.032,9.932,0.300,0.673,0.893,6.628,0.917,68.700
0.900,-0.072,9.946,0.283,0.676,0.842,6.171,0.886,68.800
0.914,-0.091,9.968,0.280,0.627,0.836,6.336,0.898,68.900
0.917,-0.097,9.980,0.275,0.683,0.877,6.372,0.876,69.000
0.933,-0.095,9.979,0.222,0.599,0.889,6.600,0.903,69.100
0.921,-0.084,9.937,0.265,0.491,0.807,6.310,0.908,69.200
0.903,-0.115,8.193,0.195,0.609,0.728,5.232,0.784,61.440
0.894,-0.023,8.339,0.187,,0.714,5.311,0.831,62.320
0.905,0.013,8.400,0.159,0.610,0.736,5.261,,62.760
0.903,-0.030,8.445,0.152,0.519,0.776,5.095,,63.200
0.924,0.042,8.493,0.123,0.522,0.787,5.739,0.934,63.400
0.933,-0.037,8.550,0.118,0.463,0.786,6.019,0.914,63.600
0.963,-0.034,8.607,0.130,0.434,0.749,5.940,0.950,63.800
0.952,0.061,8.659,0.106,0.536,0.805,6.049,0.954,64.000
0.968,0.375,8.714,0.103,0.471,0.840,5.972,0.980,64.200
0.945,0.208,8.756,0.147,,0.842,5.893,0.984,64.500
0.942,0.123,8.782,0.203,0.465,0.839,6.421,0.985,64.800
0.921,0.318,8.818,0.209,0.520,0.825,6.205,0.970,65.100
0.915,0.304,8.853,0.220,0.511,0.845,6.154,0.970,65.400
0.955,,9.313,0.233,0.720,0.819,7.170,0.838,65.400
0.946,-0.031,9.460,0.178,0.646,0.859,6.525,0.798,65.460
0.922,-0.225,9.701,0.224,0.776,0.802,6.258,0.678,65.580
0.945,-0.116,9.542,0.180,0.828,0.825,7.189,0.677,65.640
0.932,-0.155,9.717,0.130,0.754,0.862,7.478,0.768,65.700
0.931,-0.226,9.822,0.199,0.772,0.828,6.580,0.766,65.740
0.932,-0.193,9.826,0.176,0.743,0.858,7.067,0.804,65.780
0.896,-0.220,9.739,0.238,0.837,0.840,6.553,0.642,65.820
0.904,-0.199,9.557,0.244,0.827,0.811,6.136,0.570,65.860
0.911,-0.117,9.001,0.223,0.813,0.867,5.569,0.512,65.900
0.902,-0.155,9.010,0.392,0.890,0.688,4.041,0.458,66.100
0.896,-0.169,9.073,0.363,0.844,0.726,5.071,0.636,66.300
0.887,,,0.374,0.828,0.759,5.006,0.611,66.500
0.888,,,0.351,0.839,0.761,5.081,0.626,66.700
0.805,,,0.396,0.811,0.722,4.574,0.612,66.900
0.888,0.015,8.335,0.204,,0.682,5.294,0.886,65.860
0.856,0.089,8.394,0.206,0.754,0.588,5.422,0.918,66.020
0.805,0.201,8.440,0.218,0.789,0.665,5.480,0.889,66.180
0.815,-0.062,8.483,0.190,0.838,0.583,5.304,0.834,66.340
0.787,-0.006,8.535,0.216,0.743,0.685,5.296,0.831,66.500
0.898,0.105,8.585,0.193,0.742,0.532,5.767,0.818,66.660
0.775,-0.110,8.626,0.221,0.815,0.615,5.535,0.856,66.820
0.759,-0.027,8.668,0.165,0.771,0.718,5.023,0.920,66.980
0.792,0.000,8.716,0.241,,0.701,5.085,,67.140
0.849,0.086,8.770,0.232,,0.642,5.076,,67.300
0.876,-0.090,8.820,0.223,0.799,0.536,5.062,0.894,67.500
,,8.876,,,,5.175,,67.700
0.832,-0.041,8.934,0.191,0.808,0.692,5.296,0.909,67.900
0.848,-0.126,8.992,0.186,0.788,0.751,5.467,0.952,68.100
0.825,0.011,8.214,0.379,,0.592,4.477,0.673,53.400
0.756,-0.052,8.278,0.374,0.832,0.583,4.809,0.644,54.000
0.727,-0.104,8.453,0.308,0.853,0.582,4.350,0.659,54.300
0.663,-0.173,8.336,0.285,0.754,0.503,3.746,0.638,54.300
0.682,-0.171,8.236,0.263,0.793,0.502,4.061,0.706,54.300
0.694,-0.179,8.242,0.266,0.885,0.558,4.218,0.543,54.300
0.638,-0.157,8.117,0.276,0.885,0.611,3.968,0.664,54.300
0.669,-0.139,7.858,0.321,0.829,0.507,2.983,0.610,54.300
0.775,-0.151,7.715,0.228,,0.469,3.826,0.533,55.100
0.790,-0.147,7.578,0.295,,0.455,3.254,0.595,55.900
0.789,,,0.315,0.793,0.461,3.058,0.553,56.700
0.870,,,0.213,0.798,0.543,4.197,0.651,57.500
0.798,-0.006,7.817,0.226,0.785,0.701,4.824,0.721,44.260
0.688,-0.067,7.871,0.246,0.948,0.687,3.998,0.682,45.720
0.624,0.056,7.918,0.206,0.890,0.744,4.730,0.717,47.180
0.782,-0.096,7.978,0.123,0.917,0.728,5.260,0.696,48.640
0.864,0.003,8.071,0.204,0.882,0.833,4.999,0.663,50.840
0.780,0.008,8.114,0.250,0.806,0.726,5.013,0.788,51.580
0.761,-0.104,8.131,0.308,0.732,0.735,5.244,0.770,52.320
0.706,-0.011,8.146,0.327,0.809,0.692,4.346,0.812,53.060
0.691,-0.039,8.144,0.382,0.871,0.690,4.843,0.759,53.800
0.767,0.122,8.151,0.372,0.771,0.731,4.348,0.812,54.300
0.744,0.140,8.156,0.387,0.740,0.685,3.933,0.823,54.800
0.718,0.048,8.167,0.351,0.811,0.703,4.041,0.791,55.300
0.638,0.077,8.155,0.394,0.832,0.743,3.307,0.811,55.800
0.767,0.056,8.117,0.345,0.810,0.691,4.838,0.750,56.300
0.822,-0.076,7.711,0.297,0.905,0.715,3.826,0.431,41.580
0.828,-0.082,7.666,0.265,0.946,0.661,3.280,0.456,42.860
0.843,-0.090,7.461,0.250,0.964,0.631,3.174,0.344,44.140
0.806,-0.078,7.563,0.218,0.931,0.736,4.056,0.411,45.420
0.857,-0.093,7.729,0.122,0.828,0.748,4.682,0.665,46.700
0.865,-0.088,7.846,0.211,0.830,0.781,4.846,0.633,48.120
0.896,-0.103,7.983,0.177,0.859,0.669,4.955,0.470,49.540
0.799,-0.104,7.985,0.182,0.831,0.712,4.690,0.576,50.960
0.766,-0.074,7.991,0.239,0.820,0.725,4.184,0.642,52.380
0.736,-0.123,7.992,0.179,0.810,0.715,3.703,0.667,53.800
0.768,-0.095,7.984,0.209,0.724,0.738,3.735,0.733,54.400
0.754,-0.098,8.016,0.224,0.751,0.806,3.638,0.753,55.000
0.775,-0.068,8.049,0.212,0.844,0.710,3.616,0.763,55.600
0.759,-0.064,7.950,0.235,0.831,0.716,2.694,0.632,56.200
0.717,-0.009,7.829,0.346,0.789,0.703,3.160,0.643,56.800
